,spread,half_life_roll,mean_crossings_roll,adf_p_roll,mr_regime_v2,mr_regime_adf,mr_regime_final,z,max_hold_days,pos,entry,exit,hold_days,cooldown,spread_chg,pnl_spread_units
2016-05-16,,,,,0,0,0,,20,0,0,0,0,,,
2016-05-17,,,,,0,0,0,,20,0,0,0,0,,,
2016-05-18,,,,,0,0,0,,20,0,0,0,0,,,
2016-05-19,,,,,0,0,0,,20,0,0,0,0,,,
2016-05-20,,,,,0,0,0,,20,0,0,0,0,,,
2016-05-23,,,,,0,0,0,,20,0,0,0,0,,,
2016-05-24,,,,,0,0,0,,20,0,0,0,0,,,
2016-05-25,,,,,0,0,0,,20,0,0,0,0,,,
2016-05-26,,,,,0,0,0,,20,0,0,0,0,,,
2016-05-27,,,,,0,0,0,,20,0,0,0,0,,,
2016-05-31,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-01,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-02,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-03,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-06,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-07,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-08,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-09,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-10,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-13,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-14,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-15,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-16,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-17,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-20,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-21,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-22,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-23,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-24,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-27,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-28,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-29,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-30,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-01,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-05,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-06,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-07,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-08,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-11,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-12,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-13,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-14,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-15,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-18,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-19,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-20,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-21,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-22,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-25,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-26,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-27,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-28,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-29,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-01,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-02,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-03,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-04,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-05,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-08,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-09,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-10,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-11,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-12,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-15,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-16,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-17,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-18,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-19,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-22,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-23,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-24,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-25,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-26,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-29,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-30,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-31,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-01,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-02,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-06,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-07,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-08,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-09,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-12,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-13,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-14,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-15,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-16,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-19,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-20,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-21,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-22,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-23,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-26,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-27,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-28,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-29,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-30,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-03,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-04,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-05,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-06,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-07,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-10,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-11,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-12,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-13,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-14,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-17,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-18,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-19,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-20,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-21,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-24,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-25,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-26,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-27,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-28,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-31,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-01,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-02,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-03,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-04,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-07,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-08,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-09,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-10,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-11,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-14,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-15,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-16,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-17,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-18,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-21,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-22,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-23,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-25,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-28,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-29,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-30,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-01,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-02,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-05,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-06,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-07,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-08,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-09,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-12,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-13,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-14,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-15,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-16,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-19,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-20,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-21,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-22,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-23,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-27,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-28,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-29,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-30,0.0718134290909935,,,,0,0,0,,20,0,0,0,0,,,
2017-01-03,0.0707547847854117,,,,0,0,0,,20,0,0,0,0,,-0.0010586443055818073,-0.0
2017-01-04,0.0705780377357747,,,,0,0,0,,20,0,0,0,0,,-0.00017674704963699384,-0.0
2017-01-05,0.0645254405220239,,,,0,0,0,,20,0,0,0,0,,-0.006052597213750802,-0.0
2017-01-06,0.055424297683734,,,,0,0,0,,20,0,0,0,0,,-0.009101142838289902,-0.0
2017-01-09,0.0594199202370191,,,,0,0,0,,20,0,0,0,0,,0.0039956225532851025,0.0
2017-01-10,0.0630676739973097,,,,0,0,0,,20,0,0,0,0,,0.003647753760290598,0.0
2017-01-11,0.0601223203305414,,,,0,0,0,,20,0,0,0,0,,-0.002945353666768298,-0.0
2017-01-12,0.0740503843038817,,,,0,0,0,,20,0,0,0,0,,0.013928063973340295,0.0
2017-01-13,0.076315460440453,,,,0,0,0,,20,0,0,0,0,,0.0022650761365713007,0.0
2017-01-17,0.0716868671210848,,,,0,0,0,,20,0,0,0,0,,-0.004628593319368199,-0.0
2017-01-18,0.0687370490366365,,,,0,0,0,,20,0,0,0,0,,-0.0029498180844483024,-0.0
2017-01-19,0.0649881621078236,,,,0,0,0,,20,0,0,0,0,,-0.0037488869288128945,-0.0
2017-01-20,0.0758711140771568,,,,0,0,0,,20,0,0,0,0,,0.010882951969333199,0.0
2017-01-23,0.0677271153505749,,,,0,0,0,,20,0,0,0,0,,-0.008143998726581891,-0.0
2017-01-24,0.0539416015170051,,,,0,0,0,,20,0,0,0,0,,-0.01378551383356981,-0.0
2017-01-25,0.0460305198128807,,,,0,0,0,,20,0,0,0,0,,-0.007911081704124398,-0.0
2017-01-26,0.0478473065074664,,,,0,0,0,,20,0,0,0,0,,0.0018167866945857022,0.0
2017-01-27,0.0436709741791201,,,,0,0,0,,20,0,0,0,0,,-0.004176332328346299,-0.0
2017-01-30,0.039349009878336,,,,0,0,0,,20,0,0,0,0,,-0.0043219643007841035,-0.0
2017-01-31,0.0262977741132655,,,,0,0,0,,20,0,0,0,0,,-0.013051235765070498,-0.0
2017-02-01,0.017702925478594,,,,0,0,0,,20,0,0,0,0,,-0.008594848634671502,-0.0
2017-02-02,0.0210208874195112,,,,0,0,0,,20,0,0,0,0,,0.0033179619409171995,0.0
2017-02-03,-0.0198668461914168,,,,0,0,0,,20,0,0,0,0,,-0.040887733610928,-0.0
2017-02-06,-0.0153537521254873,,,,0,0,0,,20,0,0,0,0,,0.0045130940659295,0.0
2017-02-07,-0.0141261541259849,,,,0,0,0,,20,0,0,0,0,,0.0012275979995023997,0.0
2017-02-08,-0.0031818402422763,,,,0,0,0,,20,0,0,0,0,,0.0109443138837086,0.0
2017-02-09,-0.0043144735651763,,,,0,0,0,,20,0,0,0,0,,-0.0011326333228999998,-0.0
2017-02-10,-0.0088233555073173,,,,0,0,0,,20,0,0,0,0,,-0.004508881942141001,-0.0
2017-02-13,-0.0067283170983296,,,,0,0,0,,20,0,0,0,0,,0.002095038408987701,0.0
2017-02-14,-0.0066850403407832,,,,0,0,0,,20,0,0,0,0,,4.327675754639982e-05,0.0
2017-02-15,-0.010841167192928,,,,0,0,0,,20,0,0,0,0,,-0.0041561268521448005,-0.0
2017-02-16,-0.0119007571149341,,,,0,0,0,,20,0,0,0,0,,-0.0010595899220060996,-0.0
2017-02-17,-0.0111116933217232,,,,0,0,0,,20,0,0,0,0,,0.0007890637932108993,0.0
2017-02-21,-0.0100221840878198,,,,0,0,0,,20,0,0,0,0,,0.0010895092339034008,0.0
2017-02-22,-0.0142051585158773,,,,0,0,0,,20,0,0,0,0,,-0.0041829744280575,-0.0
2017-02-23,-0.0069476869320741,,,,0,0,0,,20,0,0,0,0,,0.0072574715838032,0.0
2017-02-24,-0.0072691654538203,,,,0,0,0,,20,0,0,0,0,,-0.0003214785217462001,-0.0
2017-02-27,-0.0050937240703685,,,,0,0,0,,20,0,0,0,0,,0.0021754413834518,0.0
2017-02-28,-0.0048418275980033,,,,0,0,0,,20,0,0,0,0,,0.0002518964723652005,0.0
2017-03-01,-0.0015765935975631,,,,0,0,0,,20,0,0,0,0,,0.0032652340004401996,0.0
2017-03-02,-0.0040899971107455,,,,0,0,0,,20,0,0,0,0,,-0.0025134035131824,-0.0
2017-03-03,-0.0034877196812601,,,,0,0,0,,20,0,0,0,0,,0.0006022774294854004,0.0
2017-03-06,-0.0084447534887956,,,,0,0,0,,20,0,0,0,0,,-0.004957033807535501,-0.0
2017-03-07,-0.0132135225527232,,,,0,0,0,,20,0,0,0,0,,-0.0047687690639276,-0.0
2017-03-08,-0.0115571010860424,,,,0,0,0,,20,0,0,0,0,,0.0016564214666807998,0.0
2017-03-09,-0.0149390094800629,,,,0,0,0,,20,0,0,0,0,,-0.0033819083940204997,-0.0
2017-03-10,-0.018726675145765,,,,0,0,0,,20,0,0,0,0,,-0.0037876656657020984,-0.0
2017-03-13,-0.0201644831865026,,,,0,0,0,,20,0,0,0,0,,-0.0014378080407375995,-0.0
2017-03-14,-0.0221742121525041,,,,0,0,0,,20,0,0,0,0,,-0.0020097289660015,-0.0
2017-03-15,-0.0129388852318035,,,,0,0,0,,20,0,0,0,0,,0.009235326920700598,0.0
2017-03-16,-0.0086528685578519,,,,0,0,0,,20,0,0,0,0,,0.004286016673951601,0.0
2017-03-17,-0.0097359790042386,,,,0,0,0,,20,0,0,0,0,,-0.0010831104463867001,-0.0
2017-03-20,-0.0003971110337106,,,,0,0,0,,20,0,0,0,0,,0.009338867970527999,0.0
2017-03-21,-0.0015576139237838,,,,0,0,0,,20,0,0,0,0,,-0.0011605028900732,-0.0
2017-03-22,-0.0011369180479201,,,,0,0,0,,20,0,0,0,0,,0.00042069587586369994,0.0
2017-03-23,-0.0042389848151751,,,,0,0,0,,20,0,0,0,0,,-0.0031020667672549997,-0.0
2017-03-24,-0.0050461116299338,,,,0,0,0,,20,0,0,0,0,,-0.0008071268147587006,-0.0
2017-03-27,-0.0023081333348642,,,,0,0,0,,20,0,0,0,0,,0.0027379782950696,0.0
2017-03-28,0.0002494355368183,,,,0,0,0,-0.4755788050916317,20,0,0,0,0,,0.0025575688716825,0.0
2017-03-29,-0.004001570708489,,,,0,0,0,-0.5749017715288386,20,0,0,0,0,,-0.0042510062453073,-0.0
2017-03-30,0.0035143578203102,,,,0,0,0,-0.32322861610455295,20,0,0,0,0,,0.0075159285287992005,0.0
2017-03-31,0.0034618588473653,,,,0,0,0,-0.2979842102456893,20,0,0,0,0,,-5.249897294490021e-05,-0.0
2017-04-03,-0.004676672896112,,,,0,0,0,-0.528754786452242,20,0,0,0,0,,-0.0081385317434773,-0.0
2017-04-04,0.0013963442004172,,,,0,0,0,-0.3095055030258664,20,0,0,0,0,,0.0060730170965292,0.0
2017-04-05,5.236564249866405e-05,,,,0,0,0,-0.32786697200147125,20,0,0,0,0,,-0.001343978557918536,-0.0
2017-04-06,0.0025523461977163,,,,0,0,0,-0.21657597793547945,20,0,0,0,0,,0.002499980555217636,0.0
2017-04-07,0.0053026547955576,,,,0,0,0,-0.09344442652895356,20,0,0,0,0,,0.0027503085978413003,0.0
2017-04-10,0.0045069155615209,,,,0,0,0,-0.08462428128593663,20,0,0,0,0,,-0.0007957392340366999,-0.0
2017-04-11,0.0027856905904286,,,,0,0,0,-0.1092154466501166,20,0,0,0,0,,-0.0017212249710923003,-0.0
2017-04-12,-0.0007783105988758,,,,0,0,0,-0.21404937738086768,20,0,0,0,0,,-0.0035640011893044,-0.0
2017-04-13,-0.0053869901920009,,,,0,0,0,-0.37775810300021984,20,0,0,0,0,,-0.0046086795931251,-0.0
2017-04-17,-0.0041813127650938,,,,0,0,0,-0.29222131113404004,20,0,0,0,0,,0.0012056774269070996,0.0
2017-04-18,-0.0045447472285991,,,,0,0,0,-0.2761682392097523,20,0,0,0,0,,-0.0003634344635052994,-0.0
2017-04-19,-0.0067680125132474,,,,0,0,0,-0.3707661097638699,20,0,0,0,0,,-0.0022232652846483,-0.0
2017-04-20,-0.0037906066299315,,,,0,0,0,-0.14787923379798773,20,0,0,0,0,,0.0029774058833159,0.0
2017-04-21,-0.0064794331060911,,,,0,0,0,-0.29456269996876344,20,0,0,0,0,,-0.0026888264761596,-0.0
2017-04-24,-0.0024979341446753,,,,0,0,0,0.06516726221969435,20,0,0,0,0,,0.0039814989614158,0.0
2017-04-25,-0.0018981102666542,,,,0,0,0,0.20665934185148763,20,0,0,0,0,,0.0005998238780210998,0.0
2017-04-26,0.0019182399633592,,,,0,0,0,0.7531079717605047,20,0,0,0,0,,0.0038163502300134003,0.0
2017-04-27,0.0122633025248513,,,,0,0,0,2.125992179828533,20,0,0,0,0,,0.0103450625614921,0.0
2017-04-28,0.0099644655701167,,,,0,0,0,1.9304089101912592,20,0,0,0,0,,-0.002298836954734599,-0.0
2017-05-01,0.0096173626305979,,,,0,0,0,2.046547443629088,20,0,0,0,0,,-0.0003471029395188015,-0.0
2017-05-02,0.0086672697250849,,,,0,0,0,1.860334155426891,20,0,0,0,0,,-0.0009500929055129993,-0.0
2017-05-03,0.0030302744796237,,,,0,0,0,1.0455794657370803,20,0,0,0,0,,-0.0056369952454612005,-0.0
2017-05-04,0.0056481574479434,,,,0,0,0,1.3657164710365957,20,0,0,0,0,,0.0026178829683197002,0.0
2017-05-05,0.008338397398913,,,,0,0,0,1.6744459284678042,20,0,0,0,0,,0.0026902399509696005,0.0
2017-05-08,0.0027387818460447,,,,0,0,0,0.8872353980004838,20,0,0,0,0,,-0.0055996155528683,-0.0
2017-05-09,4.35504725393443e-05,,,,0,0,0,0.5022387364896341,20,0,0,0,0,,-0.0026952313735053557,-0.0
2017-05-10,-0.0009307731518966,,,,0,0,0,0.3567498065916235,20,0,0,0,0,,-0.0009743236244359443,-0.0
2017-05-11,-0.0001536140308724,,,,0,0,0,0.44759517076401667,20,0,0,0,0,,0.0007771591210241999,0.0
2017-05-12,-0.0026290541036857,,,,0,0,0,0.09306416575995441,20,0,0,0,0,,-0.0024754400728133,-0.0
2017-05-15,0.0004477961531064,,,,0,0,0,0.4917759730997182,20,0,0,0,0,,0.0030768502567920996,0.0
2017-05-16,0.0037177525846621,,,,0,0,0,0.9137136216103763,20,0,0,0,0,,0.0032699564315557,0.0
2017-05-17,0.0042264684045489,,,,0,0,0,0.9521321010891544,20,0,0,0,0,,0.0005087158198868002,0.0
2017-05-18,5.106471285554193e-05,,,,0,0,0,0.34550111842026626,20,0,0,0,0,,-0.004175403691693358,-0.0
2017-05-19,0.0020510415693761,,,,0,0,0,0.6087567930352134,20,0,0,0,0,,0.001999976856520558,0.0
2017-05-22,0.0039161604361206,,,,0,0,0,0.8460342387346076,20,0,0,0,0,,0.0018651188667444998,0.0
2017-05-23,0.0022899145304391,,,,0,0,0,0.5968224293823697,20,0,0,0,0,,-0.0016262459056815,-0.0
2017-05-24,0.0001305122627659,,,,0,0,0,0.27915830579123374,20,0,0,0,0,,-0.0021594022676732,-0.0
2017-05-25,0.007335145060189,,,,0,0,0,1.2628861716036368,20,0,0,0,0,,0.0072046327974231,0.0
2017-05-26,0.0092076458094201,,,,0,0,0,1.4678068145511196,20,0,0,0,0,,0.0018725007492311008,0.0
2017-05-30,0.0086218211044863,,,,0,0,0,1.3395442093714856,20,0,0,0,0,,-0.000585824704933801,-0.0
2017-05-31,0.0124028418876074,,,,0,0,0,1.7704102808447435,20,0,0,0,0,,0.0037810207831211005,0.0
2017-06-01,0.014336706689197,,,,0,0,0,1.9467782241098157,20,0,0,0,0,,0.001933864801589599,0.0
2017-06-02,0.0195184757215196,,,,0,0,0,2.4695603194348497,20,0,0,0,0,,0.005181769032322602,0.0
2017-06-05,0.0199542408239024,,,,0,0,0,2.402981557254141,20,0,0,0,0,,0.00043576510238279784,0.0
2017-06-06,0.0231597047010527,,,,0,0,0,2.6796679750530426,20,0,0,0,0,,0.0032054638771503025,0.0
