,spread,half_life_roll,mean_crossings_roll,adf_p_roll,mr_regime_v2,mr_regime_adf,mr_regime_final,z,max_hold_days,pos,entry,exit,hold_days,cooldown,spread_chg,pnl_spread_units
2016-05-16,,,,,0,0,0,,20,0,0,0,0,,,
2016-05-17,,,,,0,0,0,,20,0,0,0,0,,,
2016-05-18,,,,,0,0,0,,20,0,0,0,0,,,
2016-05-19,,,,,0,0,0,,20,0,0,0,0,,,
2016-05-20,,,,,0,0,0,,20,0,0,0,0,,,
2016-05-23,,,,,0,0,0,,20,0,0,0,0,,,
2016-05-24,,,,,0,0,0,,20,0,0,0,0,,,
2016-05-25,,,,,0,0,0,,20,0,0,0,0,,,
2016-05-26,,,,,0,0,0,,20,0,0,0,0,,,
2016-05-27,,,,,0,0,0,,20,0,0,0,0,,,
2016-05-31,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-01,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-02,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-03,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-06,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-07,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-08,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-09,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-10,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-13,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-14,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-15,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-16,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-17,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-20,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-21,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-22,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-23,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-24,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-27,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-28,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-29,,,,,0,0,0,,20,0,0,0,0,,,
2016-06-30,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-01,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-05,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-06,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-07,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-08,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-11,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-12,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-13,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-14,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-15,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-18,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-19,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-20,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-21,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-22,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-25,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-26,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-27,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-28,,,,,0,0,0,,20,0,0,0,0,,,
2016-07-29,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-01,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-02,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-03,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-04,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-05,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-08,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-09,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-10,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-11,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-12,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-15,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-16,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-17,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-18,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-19,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-22,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-23,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-24,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-25,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-26,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-29,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-30,,,,,0,0,0,,20,0,0,0,0,,,
2016-08-31,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-01,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-02,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-06,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-07,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-08,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-09,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-12,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-13,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-14,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-15,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-16,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-19,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-20,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-21,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-22,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-23,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-26,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-27,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-28,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-29,,,,,0,0,0,,20,0,0,0,0,,,
2016-09-30,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-03,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-04,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-05,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-06,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-07,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-10,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-11,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-12,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-13,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-14,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-17,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-18,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-19,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-20,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-21,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-24,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-25,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-26,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-27,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-28,,,,,0,0,0,,20,0,0,0,0,,,
2016-10-31,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-01,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-02,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-03,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-04,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-07,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-08,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-09,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-10,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-11,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-14,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-15,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-16,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-17,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-18,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-21,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-22,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-23,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-25,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-28,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-29,,,,,0,0,0,,20,0,0,0,0,,,
2016-11-30,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-01,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-02,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-05,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-06,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-07,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-08,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-09,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-12,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-13,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-14,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-15,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-16,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-19,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-20,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-21,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-22,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-23,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-27,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-28,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-29,,,,,0,0,0,,20,0,0,0,0,,,
2016-12-30,0.120684143173136,,,,0,0,0,,20,0,0,0,0,,,
2017-01-03,0.110888427515676,,,,0,0,0,,20,0,0,0,0,,-0.00979571565746,-0.0
2017-01-04,0.0972099029979065,,,,0,0,0,,20,0,0,0,0,,-0.013678524517769505,-0.0
2017-01-05,0.1168011682556862,,,,0,0,0,,20,0,0,0,0,,0.01959126525777971,0.0
2017-01-06,0.1045599160349015,,,,0,0,0,,20,0,0,0,0,,-0.012241252220784704,-0.0
2017-01-09,0.1175113510996004,,,,0,0,0,,20,0,0,0,0,,0.012951435064698896,0.0
2017-01-10,0.1251484666565594,,,,0,0,0,,20,0,0,0,0,,0.007637115556959007,0.0
2017-01-11,0.1193127699261802,,,,0,0,0,,20,0,0,0,0,,-0.005835696730379203,-0.0
2017-01-12,0.1192367816330932,,,,0,0,0,,20,0,0,0,0,,-7.598829308699817e-05,-0.0
2017-01-13,0.1060008928404268,,,,0,0,0,,20,0,0,0,0,,-0.013235888792666406,-0.0
2017-01-17,0.1172418782311925,,,,0,0,0,,20,0,0,0,0,,0.011240985390765706,0.0
2017-01-18,0.0942549030425143,,,,0,0,0,,20,0,0,0,0,,-0.022986975188678205,-0.0
2017-01-19,0.0896464244888455,,,,0,0,0,,20,0,0,0,0,,-0.0046084785536688044,-0.0
2017-01-20,0.0842651650752521,,,,0,0,0,,20,0,0,0,0,,-0.005381259413593395,-0.0
2017-01-23,0.0993762546737395,,,,0,0,0,,20,0,0,0,0,,0.015111089598487407,0.0
2017-01-24,0.0750460475094279,,,,0,0,0,,20,0,0,0,0,,-0.024330207164311612,-0.0
2017-01-25,0.0943103562584499,,,,0,0,0,,20,0,0,0,0,,0.019264308749022005,0.0
2017-01-26,0.0877573215107685,,,,0,0,0,,20,0,0,0,0,,-0.006553034747681402,-0.0
2017-01-27,0.088156127420037,,,,0,0,0,,20,0,0,0,0,,0.0003988059092685098,0.0
2017-01-30,0.0878348335889736,,,,0,0,0,,20,0,0,0,0,,-0.0003212938310634128,-0.0
2017-01-31,0.0813073692114438,,,,0,0,0,,20,0,0,0,0,,-0.006527464377529796,-0.0
2017-02-01,0.0682241870960107,,,,0,0,0,,20,0,0,0,0,,-0.013083182115433092,-0.0
2017-02-02,0.0704166313148872,,,,0,0,0,,20,0,0,0,0,,0.002192444218876488,0.0
2017-02-03,0.0674556633887293,,,,0,0,0,,20,0,0,0,0,,-0.0029609679261578953,-0.0
2017-02-06,0.0583463364586134,,,,0,0,0,,20,0,0,0,0,,-0.009109326930115895,-0.0
2017-02-07,0.063364777736447,,,,0,0,0,,20,0,0,0,0,,0.005018441277833595,0.0
2017-02-08,0.1224508267316406,,,,0,0,0,,20,0,0,0,0,,0.059086048995193596,0.0
2017-02-09,0.1771484928761626,,,,0,0,0,,20,0,0,0,0,,0.05469766614452201,0.0
2017-02-10,0.1966199703967517,,,,0,0,0,,20,0,0,0,0,,0.019471477520589087,0.0
2017-02-13,0.2015692092937024,,,,0,0,0,,20,0,0,0,0,,0.004949238896950703,0.0
2017-02-14,0.1851311644351441,,,,0,0,0,,20,0,0,0,0,,-0.016438044858558293,-0.0
2017-02-15,0.1892068485280735,,,,0,0,0,,20,0,0,0,0,,0.00407568409292941,0.0
2017-02-16,0.1535264756917498,,,,0,0,0,,20,0,0,0,0,,-0.03568037283632372,-0.0
2017-02-17,0.1538407655922147,,,,0,0,0,,20,0,0,0,0,,0.0003142899004649202,0.0
2017-02-21,0.1394269823528899,,,,0,0,0,,20,0,0,0,0,,-0.014413783239324823,-0.0
2017-02-22,0.1056406738844966,,,,0,0,0,,20,0,0,0,0,,-0.033786308468393283,-0.0
2017-02-23,0.1133346765097995,,,,0,0,0,,20,0,0,0,0,,0.007694002625302898,0.0
2017-02-24,0.0801602759535689,,,,0,0,0,,20,0,0,0,0,,-0.03317440055623061,-0.0
2017-02-27,0.0825312711811849,,,,0,0,0,,20,0,0,0,0,,0.00237099522761601,0.0
2017-02-28,0.0469456224330042,,,,0,0,0,,20,0,0,0,0,,-0.0355856487481807,-0.0
2017-03-01,0.0479163492134382,,,,0,0,0,,20,0,0,0,0,,0.0009707267804340003,0.0
2017-03-02,0.0483135448887557,,,,0,0,0,,20,0,0,0,0,,0.00039719567531749933,0.0
2017-03-03,0.0601079914199313,,,,0,0,0,,20,0,0,0,0,,0.011794446531175597,0.0
2017-03-06,0.0568003805965156,,,,0,0,0,,20,0,0,0,0,,-0.0033076108234156992,-0.0
2017-03-07,0.0630345611493994,,,,0,0,0,,20,0,0,0,0,,0.0062341805528838,0.0
2017-03-08,0.0632304488896322,,,,0,0,0,,20,0,0,0,0,,0.00019588774023279742,0.0
2017-03-09,0.0458342154864797,,,,0,0,0,,20,0,0,0,0,,-0.017396233403152495,-0.0
2017-03-10,0.0352120936813309,,,,0,0,0,,20,0,0,0,0,,-0.0106221218051488,-0.0
2017-03-13,0.0339420683607178,,,,0,0,0,,20,0,0,0,0,,-0.0012700253206130996,-0.0
2017-03-14,0.0455035732089059,,,,0,0,0,,20,0,0,0,0,,0.011561504848188096,0.0
2017-03-15,0.0411258420536113,,,,0,0,0,,20,0,0,0,0,,-0.004377731155294599,-0.0
2017-03-16,0.0313251088546191,,,,0,0,0,,20,0,0,0,0,,-0.009800733198992197,-0.0
2017-03-17,0.062487219792511,,,,0,0,0,,20,0,0,0,0,,0.031162110937891896,0.0
2017-03-20,0.0553999988974942,,,,0,0,0,,20,0,0,0,0,,-0.007087220895016795,-0.0
2017-03-21,0.01354839611051,,,,0,0,0,,20,0,0,0,0,,-0.0418516027869842,-0.0
2017-03-22,-0.0154361316800677,,,,0,0,0,,20,0,0,0,0,,-0.0289845277905777,-0.0
2017-03-23,-0.0109240026283807,,,,0,0,0,,20,0,0,0,0,,0.004512129051687,0.0
2017-03-24,-0.0116749763283334,,,,0,0,0,,20,0,0,0,0,,-0.0007509736999527002,-0.0
2017-03-27,-0.0090958658465281,,,,0,0,0,,20,0,0,0,0,,0.0025791104818053013,0.0
2017-03-28,-0.0181014124486336,,,,0,0,0,-1.9988793109728045,20,0,0,0,0,,-0.0090055466021055,-0.0
2017-03-29,-0.005891332427435,,,,0,0,0,-1.6844544526016922,20,0,0,0,0,,0.0122100800211986,0.0
2017-03-30,-0.0361100636315909,,,,0,0,0,-2.134487604098093,20,0,0,0,0,,-0.030218731204155903,-0.0
2017-03-31,-0.0409004802499965,,,,0,0,0,-2.0992533460374903,20,0,0,0,0,,-0.004790416618405596,-0.0
2017-04-03,-0.0200486087073115,,,,0,0,0,-1.655680722239934,20,0,0,0,0,,0.020851871542685,0.0
2017-04-04,-0.0142694831878844,,,,0,0,0,-1.4948393864291927,20,0,0,0,0,,0.0057791255194271,0.0
2017-04-05,-0.0056561328062143,,,,0,0,0,-1.2997202702298083,20,0,0,0,0,,0.0086133503816701,0.0
2017-04-06,0.0073122222373547,,,,0,0,0,-1.04430519844077,20,0,0,0,0,,0.012968355043569,0.0
2017-04-07,0.0108785374280959,,,,0,0,0,-0.9518942936292667,20,0,0,0,0,,0.0035663151907411993,0.0
2017-04-10,0.0064626722356151,,,,0,0,0,-0.9929105076126536,20,0,0,0,0,,-0.004415865192480799,-0.0
2017-04-11,-0.0109978083834698,,,,0,0,0,-1.2428743634014818,20,0,0,0,0,,-0.017460480619084902,-0.0
2017-04-12,-0.0075498795913213,,,,0,0,0,-1.1455411165396145,20,0,0,0,0,,0.0034479287921485007,0.0
2017-04-13,0.0069140208344486,,,,0,0,0,-0.8772081118482057,20,0,0,0,0,,0.0144639004257699,0.0
2017-04-17,-0.0082023409043101,,,,0,0,0,-1.091708752780001,20,0,0,0,0,,-0.0151163617387587,-0.0
2017-04-18,-0.0036026244973377,,,,0,0,0,-0.9853881894677071,20,0,0,0,0,,0.0045997164069724,0.0
2017-04-19,0.0073125732967764,,,,0,0,0,-0.7813308457457406,20,0,0,0,0,,0.010915197794114099,0.0
2017-04-20,-0.0073302700458888,,,,0,0,0,-0.9902459573988027,20,0,0,0,0,,-0.014642843342665201,-0.0
2017-04-21,-0.004598502500966,,,,0,0,0,-0.916130241502807,20,0,0,0,0,,0.0027317675449228,0.0
2017-04-24,0.0027516977438477,,,,0,0,0,-0.7729740409950555,20,0,0,0,0,,0.0073502002448137,0.0
2017-04-25,-0.0130282090424096,,,,0,0,0,-0.9943661241372554,20,0,0,0,0,,-0.015779906786257302,-0.0
2017-04-26,0.0002966640982777,,,,0,0,0,-0.756561961288431,20,0,0,0,0,,0.013324873140687301,0.0
2017-04-27,0.0225191496401049,,,,0,0,0,-0.386311951795758,20,0,0,0,0,,0.022222485541827198,0.0
2017-04-28,0.013121645164283,,,,0,0,0,-0.5212689777424561,20,0,0,0,0,,-0.009397504475821898,-0.0
2017-05-01,0.0098817143095719,,,,0,0,0,-0.5561811642425469,20,0,0,0,0,,-0.0032399308547111007,-0.0
2017-05-02,0.000697264089402,,,,0,0,0,-0.683011068190813,20,0,0,0,0,,-0.0091844502201699,-0.0
2017-05-03,0.0485991674402306,,,,0,0,0,0.08168459240255996,20,0,0,0,0,,0.0479019033508286,0.0
2017-05-04,0.033115735462724,,,,0,0,0,-0.1568207960914574,20,0,0,0,0,,-0.015483431977506602,-0.0
2017-05-05,0.0189585573822652,,,,0,0,0,-0.3593412024268916,20,0,0,0,0,,-0.014157178080458799,-0.0
2017-05-08,0.0205643882915784,,,,0,0,0,-0.3037529328407107,20,0,0,0,0,,0.0016058309093132002,0.0
2017-05-09,0.0215832908627406,,,,0,0,0,-0.2530530092828835,20,0,0,0,0,,0.0010189025711621995,0.0
2017-05-10,-0.0932851204461537,,,,0,0,0,-2.299589269418352,20,0,0,0,0,,-0.1148684113088943,-0.0
2017-05-11,-0.0279587977512025,,,,0,0,0,-1.0911847313450094,20,0,0,0,0,,0.0653263226949512,0.0
2017-05-12,-0.0619970774818603,,,,0,0,0,-1.798152401164318,20,0,0,0,0,,-0.0340382797306578,-0.0
2017-05-15,-0.0624951359997221,,,,0,0,0,-1.8044318791313028,20,0,0,0,0,,-0.0004980585178617977,-0.0
2017-05-16,-0.0607967620796219,,,,0,0,0,-1.7796691215552884,20,0,0,0,0,,0.0016983739201002004,0.0
2017-05-17,-0.0377380168937384,,,,0,0,0,-1.2506720631925747,20,0,0,0,0,,0.023058745185883495,0.0
2017-05-18,0.0077504534321202,,,,0,0,0,-0.09168878023235717,20,0,0,0,0,,0.0454884703258586,0.0
2017-05-19,0.0305858675141355,,,,0,0,0,0.5675039420333905,20,0,0,0,0,,0.022835414082015303,0.0
2017-05-22,0.0191753539125136,,,,0,0,0,0.29123773373502565,20,0,0,0,0,,-0.011410513601621902,-0.0
2017-05-23,-0.0188620381924462,,,,0,0,0,-0.7641390819422482,20,0,0,0,0,,-0.038037392104959794,-0.0
2017-05-24,-0.06011908364613,,,,0,0,0,-1.8840843646036196,20,0,0,0,0,,-0.041257045453683805,-0.0
2017-05-25,-0.0319974842364216,,,,0,0,0,-1.041126218282137,20,0,0,0,0,,0.028121599409708403,0.0
2017-05-26,-0.0278749148539081,,,,0,0,0,-0.8919694646807562,20,0,0,0,0,,0.004122569382513496,0.0
2017-05-30,-0.0204703098968315,,,,0,0,0,-0.6509826766540905,20,0,0,0,0,,0.007404604957076601,0.0
2017-05-31,-0.0070535846941022,,,,0,0,0,-0.22668952124565236,20,0,0,0,0,,0.0134167252027293,0.0
2017-06-01,-0.0298723919562482,,,,0,0,0,-0.8939193763983174,20,0,0,0,0,,-0.022818807262146,-0.0
2017-06-02,-0.0553096218193194,,,,0,0,0,-1.6428181445458272,20,0,0,0,0,,-0.0254372298630712,-0.0
2017-06-05,-0.062749870470055,,,,0,0,0,-1.8056758642714479,20,0,0,0,0,,-0.007440248650735594,-0.0
2017-06-06,-0.0825142320404073,,,,0,0,0,-2.2851724280971464,20,0,0,0,0,,-0.0197643615703523,-0.0
2017-06-07,-0.0808863460944386,,,,0,0,0,-2.120999355246937,20,0,0,0,0,,0.0016278859459687017,0.0
