,spread,half_life_roll,mean_crossings_roll,adf_p_roll,mr_regime_v2,mr_regime_adf,mr_regime_final
2016-01-04,,,,,0,0,0
2016-01-05,,,,,0,0,0
2016-01-06,,,,,0,0,0
2016-01-07,,,,,0,0,0
2016-01-08,,,,,0,0,0
2016-01-11,,,,,0,0,0
2016-01-12,,,,,0,0,0
2016-01-13,,,,,0,0,0
2016-01-14,,,,,0,0,0
2016-01-15,,,,,0,0,0
2016-01-19,,,,,0,0,0
2016-01-20,,,,,0,0,0
2016-01-21,,,,,0,0,0
2016-01-22,,,,,0,0,0
2016-01-25,,,,,0,0,0
2016-01-26,,,,,0,0,0
2016-01-27,,,,,0,0,0
2016-01-28,,,,,0,0,0
2016-01-29,,,,,0,0,0
2016-02-01,,,,,0,0,0
2016-02-02,,,,,0,0,0
2016-02-03,,,,,0,0,0
2016-02-04,,,,,0,0,0
2016-02-05,,,,,0,0,0
2016-02-08,,,,,0,0,0
2016-02-09,,,,,0,0,0
2016-02-10,,,,,0,0,0
2016-02-11,,,,,0,0,0
2016-02-12,,,,,0,0,0
2016-02-16,,,,,0,0,0
2016-02-17,,,,,0,0,0
2016-02-18,,,,,0,0,0
2016-02-19,,,,,0,0,0
2016-02-22,,,,,0,0,0
2016-02-23,,,,,0,0,0
2016-02-24,,,,,0,0,0
2016-02-25,,,,,0,0,0
2016-02-26,,,,,0,0,0
2016-02-29,,,,,0,0,0
2016-03-01,,,,,0,0,0
2016-03-02,,,,,0,0,0
2016-03-03,,,,,0,0,0
2016-03-04,,,,,0,0,0
2016-03-07,,,,,0,0,0
2016-03-08,,,,,0,0,0
2016-03-09,,,,,0,0,0
2016-03-10,,,,,0,0,0
2016-03-11,,,,,0,0,0
2016-03-14,,,,,0,0,0
2016-03-15,,,,,0,0,0
2016-03-16,,,,,0,0,0
2016-03-17,,,,,0,0,0
2016-03-18,,,,,0,0,0
2016-03-21,,,,,0,0,0
2016-03-22,,,,,0,0,0
2016-03-23,,,,,0,0,0
2016-03-24,,,,,0,0,0
2016-03-28,,,,,0,0,0
2016-03-29,,,,,0,0,0
2016-03-30,,,,,0,0,0
2016-03-31,,,,,0,0,0
2016-04-01,,,,,0,0,0
2016-04-04,,,,,0,0,0
2016-04-05,,,,,0,0,0
2016-04-06,,,,,0,0,0
2016-04-07,,,,,0,0,0
2016-04-08,,,,,0,0,0
2016-04-11,,,,,0,0,0
2016-04-12,,,,,0,0,0
2016-04-13,,,,,0,0,0
2016-04-14,,,,,0,0,0
2016-04-15,,,,,0,0,0
2016-04-18,,,,,0,0,0
2016-04-19,,,,,0,0,0
2016-04-20,,,,,0,0,0
2016-04-21,,,,,0,0,0
2016-04-22,,,,,0,0,0
2016-04-25,,,,,0,0,0
2016-04-26,,,,,0,0,0
2016-04-27,,,,,0,0,0
2016-04-28,,,,,0,0,0
2016-04-29,,,,,0,0,0
2016-05-02,,,,,0,0,0
2016-05-03,,,,,0,0,0
2016-05-04,,,,,0,0,0
2016-05-05,,,,,0,0,0
2016-05-06,,,,,0,0,0
2016-05-09,,,,,0,0,0
2016-05-10,,,,,0,0,0
2016-05-11,,,,,0,0,0
2016-05-12,,,,,0,0,0
2016-05-13,,,,,0,0,0
2016-05-16,,,,,0,0,0
2016-05-17,,,,,0,0,0
2016-05-18,,,,,0,0,0
2016-05-19,,,,,0,0,0
2016-05-20,,,,,0,0,0
2016-05-23,,,,,0,0,0
2016-05-24,,,,,0,0,0
2016-05-25,,,,,0,0,0
2016-05-26,,,,,0,0,0
2016-05-27,,,,,0,0,0
2016-05-31,,,,,0,0,0
2016-06-01,,,,,0,0,0
2016-06-02,,,,,0,0,0
2016-06-03,,,,,0,0,0
2016-06-06,,,,,0,0,0
2016-06-07,,,,,0,0,0
2016-06-08,,,,,0,0,0
2016-06-09,,,,,0,0,0
2016-06-10,,,,,0,0,0
2016-06-13,,,,,0,0,0
2016-06-14,,,,,0,0,0
2016-06-15,,,,,0,0,0
2016-06-16,,,,,0,0,0
2016-06-17,,,,,0,0,0
2016-06-20,,,,,0,0,0
2016-06-21,,,,,0,0,0
2016-06-22,,,,,0,0,0
2016-06-23,,,,,0,0,0
2016-06-24,,,,,0,0,0
2016-06-27,,,,,0,0,0
2016-06-28,,,,,0,0,0
2016-06-29,,,,,0,0,0
2016-06-30,,,,,0,0,0
2016-07-01,,,,,0,0,0
2016-07-05,,,,,0,0,0
2016-07-06,,,,,0,0,0
2016-07-07,,,,,0,0,0
2016-07-08,,,,,0,0,0
2016-07-11,,,,,0,0,0
2016-07-12,,,,,0,0,0
2016-07-13,,,,,0,0,0
2016-07-14,,,,,0,0,0
2016-07-15,,,,,0,0,0
2016-07-18,,,,,0,0,0
2016-07-19,,,,,0,0,0
2016-07-20,,,,,0,0,0
2016-07-21,,,,,0,0,0
2016-07-22,,,,,0,0,0
2016-07-25,,,,,0,0,0
2016-07-26,,,,,0,0,0
2016-07-27,,,,,0,0,0
2016-07-28,,,,,0,0,0
2016-07-29,,,,,0,0,0
2016-08-01,,,,,0,0,0
2016-08-02,,,,,0,0,0
2016-08-03,,,,,0,0,0
2016-08-04,,,,,0,0,0
2016-08-05,,,,,0,0,0
2016-08-08,,,,,0,0,0
2016-08-09,,,,,0,0,0
2016-08-10,,,,,0,0,0
2016-08-11,,,,,0,0,0
2016-08-12,,,,,0,0,0
2016-08-15,,,,,0,0,0
2016-08-16,,,,,0,0,0
2016-08-17,,,,,0,0,0
2016-08-18,,,,,0,0,0
2016-08-19,,,,,0,0,0
2016-08-22,,,,,0,0,0
2016-08-23,,,,,0,0,0
2016-08-24,,,,,0,0,0
2016-08-25,,,,,0,0,0
2016-08-26,,,,,0,0,0
2016-08-29,,,,,0,0,0
2016-08-30,,,,,0,0,0
2016-08-31,,,,,0,0,0
2016-09-01,,,,,0,0,0
2016-09-02,,,,,0,0,0
2016-09-06,,,,,0,0,0
2016-09-07,,,,,0,0,0
2016-09-08,,,,,0,0,0
2016-09-09,,,,,0,0,0
2016-09-12,,,,,0,0,0
2016-09-13,,,,,0,0,0
2016-09-14,,,,,0,0,0
2016-09-15,,,,,0,0,0
2016-09-16,,,,,0,0,0
2016-09-19,,,,,0,0,0
2016-09-20,,,,,0,0,0
2016-09-21,,,,,0,0,0
2016-09-22,,,,,0,0,0
2016-09-23,,,,,0,0,0
2016-09-26,,,,,0,0,0
2016-09-27,,,,,0,0,0
2016-09-28,,,,,0,0,0
2016-09-29,,,,,0,0,0
2016-09-30,,,,,0,0,0
2016-10-03,,,,,0,0,0
2016-10-04,,,,,0,0,0
2016-10-05,,,,,0,0,0
2016-10-06,,,,,0,0,0
2016-10-07,,,,,0,0,0
2016-10-10,,,,,0,0,0
2016-10-11,,,,,0,0,0
2016-10-12,,,,,0,0,0
2016-10-13,,,,,0,0,0
2016-10-14,,,,,0,0,0
2016-10-17,,,,,0,0,0
2016-10-18,,,,,0,0,0
2016-10-19,,,,,0,0,0
2016-10-20,,,,,0,0,0
2016-10-21,,,,,0,0,0
2016-10-24,,,,,0,0,0
2016-10-25,,,,,0,0,0
2016-10-26,,,,,0,0,0
2016-10-27,,,,,0,0,0
2016-10-28,,,,,0,0,0
2016-10-31,,,,,0,0,0
2016-11-01,,,,,0,0,0
2016-11-02,,,,,0,0,0
2016-11-03,,,,,0,0,0
2016-11-04,,,,,0,0,0
2016-11-07,,,,,0,0,0
2016-11-08,,,,,0,0,0
2016-11-09,,,,,0,0,0
2016-11-10,,,,,0,0,0
2016-11-11,,,,,0,0,0
2016-11-14,,,,,0,0,0
2016-11-15,,,,,0,0,0
2016-11-16,,,,,0,0,0
2016-11-17,,,,,0,0,0
2016-11-18,,,,,0,0,0
2016-11-21,,,,,0,0,0
2016-11-22,,,,,0,0,0
2016-11-23,,,,,0,0,0
2016-11-25,,,,,0,0,0
2016-11-28,,,,,0,0,0
2016-11-29,,,,,0,0,0
2016-11-30,,,,,0,0,0
2016-12-01,,,,,0,0,0
2016-12-02,,,,,0,0,0
2016-12-05,,,,,0,0,0
2016-12-06,,,,,0,0,0
2016-12-07,,,,,0,0,0
2016-12-08,,,,,0,0,0
2016-12-09,,,,,0,0,0
2016-12-12,,,,,0,0,0
2016-12-13,,,,,0,0,0
2016-12-14,,,,,0,0,0
2016-12-15,,,,,0,0,0
2016-12-16,,,,,0,0,0
2016-12-19,,,,,0,0,0
2016-12-20,,,,,0,0,0
2016-12-21,,,,,0,0,0
2016-12-22,,,,,0,0,0
2016-12-23,,,,,0,0,0
2016-12-27,,,,,0,0,0
2016-12-28,,,,,0,0,0
2016-12-29,,,,,0,0,0
2016-12-30,0.12068414317313603,,,,0,0,0
2017-01-03,0.11088842751567607,,,,0,0,0
2017-01-04,0.09720990299790655,,,,0,0,0
2017-01-05,0.1168011682556862,,,,0,0,0
2017-01-06,0.10455991603490156,,,,0,0,0
2017-01-09,0.11751135109960043,,,,0,0,0
2017-01-10,0.12514846665655943,,,,0,0,0
2017-01-11,0.11931276992618023,,,,0,0,0
2017-01-12,0.11923678163309326,,,,0,0,0
2017-01-13,0.1060008928404268,,,,0,0,0
2017-01-17,0.11724187823119259,,,,0,0,0
2017-01-18,0.09425490304251438,,,,0,0,0
2017-01-19,0.08964642448884552,,,,0,0,0
2017-01-20,0.08426516507525217,,,,0,0,0
2017-01-23,0.09937625467373956,,,,0,0,0
2017-01-24,0.0750460475094279,,,,0,0,0
2017-01-25,0.09431035625844997,,,,0,0,0
2017-01-26,0.08775732151076854,,,,0,0,0
2017-01-27,0.08815612742003709,,,,0,0,0
2017-01-30,0.0878348335889736,,,,0,0,0
2017-01-31,0.08130736921144388,,,,0,0,0
2017-02-01,0.06822418709601075,,,,0,0,0
2017-02-02,0.07041663131488729,,,,0,0,0
2017-02-03,0.06745566338872933,,,,0,0,0
2017-02-06,0.058346336458613424,,,,0,0,0
2017-02-07,0.063364777736447,,,,0,0,0
2017-02-08,0.12245082673164065,,,,0,0,0
2017-02-09,0.17714849287616263,,,,0,0,0
2017-02-10,0.19661997039675172,,,,0,0,0
2017-02-13,0.20156920929370248,,,,0,0,0
2017-02-14,0.1851311644351441,,,,0,0,0
2017-02-15,0.18920684852807357,,,,0,0,0
2017-02-16,0.15352647569174982,,,,0,0,0
2017-02-17,0.1538407655922147,,,,0,0,0
2017-02-21,0.13942698235288997,,,,0,0,0
2017-02-22,0.1056406738844966,,,,0,0,0
2017-02-23,0.11333467650979956,,,,0,0,0
2017-02-24,0.0801602759535689,,,,0,0,0
2017-02-27,0.08253127118118497,,,,0,0,0
2017-02-28,0.046945622433004264,,,,0,0,0
2017-03-01,0.047916349213438236,,,,0,0,0
2017-03-02,0.04831354488875572,,,,0,0,0
2017-03-03,0.060107991419931395,,,,0,0,0
2017-03-06,0.0568003805965156,,,,0,0,0
2017-03-07,0.06303456114939943,,,,0,0,0
2017-03-08,0.06323044888963225,,,,0,0,0
2017-03-09,0.0458342154864797,,,,0,0,0
2017-03-10,0.035212093681330936,,,,0,0,0
2017-03-13,0.03394206836071789,,,,0,0,0
2017-03-14,0.04550357320890597,,,,0,0,0
2017-03-15,0.04112584205361136,,,,0,0,0
2017-03-16,0.031325108854619144,,,,0,0,0
2017-03-17,0.06248721979251104,,,,0,0,0
2017-03-20,0.05539999889749425,,,,0,0,0
2017-03-21,0.013548396110510064,,,,0,0,0
2017-03-22,-0.015436131680067744,,,,0,0,0
2017-03-23,-0.01092400262838078,,,,0,0,0
2017-03-24,-0.011674976328333475,,,,0,0,0
2017-03-27,-0.009095865846528106,,,,0,0,0
2017-03-28,-0.018101412448633614,,,,0,0,0
2017-03-29,-0.005891332427435003,,,,0,0,0
2017-03-30,-0.03611006363159097,,,,0,0,0
2017-03-31,-0.040900480249996596,,,,0,0,0
2017-04-03,-0.02004860870731151,,,,0,0,0
2017-04-04,-0.014269483187884457,,,,0,0,0
2017-04-05,-0.0056561328062143534,,,,0,0,0
2017-04-06,0.007312222237354726,,,,0,0,0
