,spread,half_life_roll,mean_crossings_roll,adf_p_roll,mr_regime_v2,mr_regime_adf,mr_regime_final
2017-01-30,-0.009864364429265748,,,,0,0,0
2017-01-31,0.01263725770951929,,,,0,0,0
2017-02-01,0.02297225633302169,,,,0,0,0
2017-02-02,0.022973186519100963,,,,0,0,0
2017-02-03,0.010545316936100058,,,,0,0,0
2017-02-06,0.030869155564738904,,,,0,0,0
2017-02-07,0.0008323270110199843,,,,0,0,0
2017-02-08,-0.002664078188776564,,,,0,0,0
2017-02-09,0.016368858659519425,,,,0,0,0
2017-02-10,0.01135143222532875,,,,0,0,0
2017-02-13,0.015845709264459273,,,,0,0,0
2017-02-14,0.040602237742701774,,,,0,0,0
2017-02-15,0.0819951261647418,,,,0,0,0
2017-02-16,0.060893596277039386,,,,0,0,0
2017-02-17,0.05726686703452,,,,0,0,0
2017-02-21,0.04604308020542991,,,,0,0,0
2017-02-22,0.01618974529109618,,,,0,0,0
2017-02-23,0.005439112514402211,,,,0,0,0
2017-02-24,0.010649409678195276,,,,0,0,0
2017-02-27,0.009548237897476497,,,,0,0,0
2017-02-28,0.009327310642687436,,,,0,0,0
2017-03-01,0.030927047257401696,,,,0,0,0
2017-03-02,0.025535023912091503,,,,0,0,0
2017-03-03,0.022418031975020902,,,,0,0,0
2017-03-06,0.013874275055425933,,,,0,0,0
2017-03-07,0.02411984794210742,,,,0,0,0
2017-03-08,0.015734609642587216,,,,0,0,0
2017-03-09,0.02542429641645061,,,,0,0,0
2017-03-10,0.032699101036993916,,,,0,0,0
2017-03-13,0.029220594867013006,,,,0,0,0
2017-03-14,0.0030355249026072784,,,,0,0,0
2017-03-15,0.027974497896019024,,,,0,0,0
2017-03-16,0.04284560421430417,,,,0,0,0
2017-03-17,0.04967447800323033,,,,0,0,0
2017-03-20,0.041759595971749164,,,,0,0,0
2017-03-21,0.03991734897894972,,,,0,0,0
2017-03-22,0.029399429176732994,,,,0,0,0
2017-03-23,0.012374254351317227,,,,0,0,0
2017-03-24,0.013197227888873897,,,,0,0,0
2017-03-27,0.017183360346379573,,,,0,0,0
2017-03-28,0.02443491554751276,,,,0,0,0
2017-03-29,0.029640354067859143,,,,0,0,0
2017-03-30,0.023487004551360435,,,,0,0,0
2017-03-31,0.030616431547367817,,,,0,0,0
2017-04-03,0.03858999118530004,,,,0,0,0
2017-04-04,0.054087640034532036,,,,0,0,0
2017-04-05,0.022642649809135662,,,,0,0,0
2017-04-06,0.03551714527576966,,,,0,0,0
2017-04-07,0.03778083652482955,,,,0,0,0
2017-04-10,0.03068920574141032,,,,0,0,0
2017-04-11,0.04713303700943339,,,,0,0,0
2017-04-12,0.05322747603134825,,,,0,0,0
2017-04-13,0.0550914888283609,,,,0,0,0
2017-04-17,0.05500307267299309,,,,0,0,0
2017-04-18,0.04283546719118991,,,,0,0,0
2017-04-19,0.0290679022502891,,,,0,0,0
2017-04-20,0.026005032534325956,,,,0,0,0
2017-04-21,0.033487877735352,,,,0,0,0
2017-04-24,0.036794978612399554,,,,0,0,0
2017-04-25,0.04624831583611577,,,,0,0,0
2017-04-26,0.045996121611648455,,,,0,0,0
2017-04-27,0.02884127596693009,,,,0,0,0
2017-04-28,0.026482726975898707,,,,0,0,0
2017-05-01,0.021115902534203812,,,,0,0,0
2017-05-02,0.016350187105635072,,,,0,0,0
2017-05-03,0.03606431742496685,,,,0,0,0
2017-05-04,0.009097515644972631,,,,0,0,0
2017-05-05,0.03631360464763578,,,,0,0,0
2017-05-08,0.03945786335694201,,,,0,0,0
2017-05-09,0.02971210492946863,,,,0,0,0
2017-05-10,0.03467534418510709,,,,0,0,0
2017-05-11,0.026685394247887295,,,,0,0,0
2017-05-12,0.028494274100660633,,,,0,0,0
2017-05-15,0.041525465725900546,,,,0,0,0
2017-05-16,0.05462367249405897,,,,0,0,0
2017-05-17,0.040005056574739406,,,,0,0,0
2017-05-18,0.04778529967907996,,,,0,0,0
2017-05-19,0.046021268310431296,,,,0,0,0
2017-05-22,0.04263508713284825,,,,0,0,0
2017-05-23,0.03107713118906741,,,,0,0,0
2017-05-24,0.01706992327512946,,,,0,0,0
2017-05-25,0.03218262777974701,,,,0,0,0
2017-05-26,0.018392517671440345,,,,0,0,0
2017-05-30,-0.011609187270523513,,,,0,0,0
2017-05-31,-0.03297974855211194,,,,0,0,0
2017-06-01,-0.02036923040045302,,,,0,0,0
2017-06-02,-0.03696595680168713,,,,0,0,0
2017-06-05,-0.045571528516885174,,,,0,0,0
2017-06-06,-0.03540931369068456,,,,0,0,0
2017-06-07,-0.058709517809571565,,,,0,0,0
2017-06-08,-0.066639506002935,,,,0,0,0
2017-06-09,-0.05646342230320567,,,,0,0,0
2017-06-12,-0.04881372374986803,,,,0,0,0
2017-06-13,-0.034771523466042176,,,,0,0,0
2017-06-14,-0.05422800399928018,,,,0,0,0
2017-06-15,-0.0777074388160246,,,,0,0,0
2017-06-16,-0.10147760604859535,,,,0,0,0
2017-06-19,-0.0850398731961679,,,,0,0,0
2017-06-20,-0.06933737925383632,,,,0,0,0
2017-06-21,-0.06567576809837661,,,,0,0,0
2017-06-22,-0.07888027121293018,,,,0,0,0
2017-06-23,-0.05147729746489915,,,,0,0,0
2017-06-26,-0.05990722232016665,,,,0,0,0
2017-06-27,-0.05725763971829867,,,,0,0,0
2017-06-28,-0.08162038626090062,,,,0,0,0
2017-06-29,-0.08174190542496529,,,,0,0,0
2017-06-30,-0.06851258816708139,,,,0,0,0
2017-07-03,-0.06724484725998359,,,,0,0,0
2017-07-05,-0.06928264881653323,,,,0,0,0
2017-07-06,-0.08228980341108816,,,,0,0,0
2017-07-07,-0.07820521620151588,,,,0,0,0
2017-07-10,-0.06625632294433359,,,,0,0,0
2017-07-11,-0.06832596391402568,,,,0,0,0
2017-07-12,-0.072954981943405,,,,0,0,0
2017-07-13,-0.07068024648229532,,,,0,0,0
2017-07-14,-0.058967888330067275,,,,0,0,0
2017-07-17,-0.05892036666776601,,,,0,0,0
2017-07-18,-0.05723224988762876,,,,0,0,0
2017-07-19,-0.04287971931232093,,,,0,0,0
2017-07-20,-0.05317105725308391,,,,0,0,0
2017-07-21,-0.05003677071220913,,,,0,0,0
2017-07-24,-0.0402657901876724,,,,0,0,0
2017-07-25,-0.028122539640508037,,,,0,0,0
2017-07-26,-0.018968333369327794,,,,0,0,0
2017-07-27,-0.029377963002811036,,,,0,0,0
2017-07-28,-0.02319046674494718,,,,0,0,0
2017-07-31,-0.028368822197703203,,,,0,0,0
2017-08-01,-0.027160356849798895,,,,0,0,0
2017-08-02,-0.0008328257100753689,,,,0,0,0
2017-08-03,-0.03181145669458019,,,,0,0,0
2017-08-04,0.01200864566717108,,,,0,0,0
2017-08-07,0.02846979813905559,,,,0,0,0
2017-08-08,0.002196837230156845,,,,0,0,0
2017-08-09,0.006165112237852988,,,,0,0,0
2017-08-10,-0.00798448746596847,,,,0,0,0
2017-08-11,0.006949362783730706,,,,0,0,0
2017-08-14,-0.010306077934457036,,,,0,0,0
2017-08-15,-0.029797454266686785,,,,0,0,0
2017-08-16,-0.006771052887689422,,,,0,0,0
2017-08-17,-0.010835127067763572,,,,0,0,0
2017-08-18,-0.004897747520251627,,,,0,0,0
2017-08-21,-0.001980698753180299,,,,0,0,0
2017-08-22,-0.003805748383131302,,,,0,0,0
2017-08-23,0.0028783661537179484,,,,0,0,0
2017-08-24,0.011365998686739154,,,,0,0,0
2017-08-25,0.008551892338565459,,,,0,0,0
2017-08-28,0.01323068186523102,,,,0,0,0
2017-08-29,0.0176340387572953,,,,0,0,0
2017-08-30,0.015228763240184406,,,,0,0,0
2017-08-31,0.026318610436527834,,,,0,0,0
2017-09-01,0.03135800630398222,,,,0,0,0
2017-09-05,0.027133200929394974,,,,0,0,0
2017-09-06,0.015225278687526433,,,,0,0,0
2017-09-07,-0.00404279065398061,,,,0,0,0
2017-09-08,-0.01424183378388566,,,,0,0,0
2017-09-11,-0.02038028177954665,,,,0,0,0
2017-09-12,-0.015419574494329957,,,,0,0,0
2017-09-13,-0.010021217489872392,,,,0,0,0
2017-09-14,-0.013823764060905575,,,,0,0,0
2017-09-15,-0.027035366829120555,,,,0,0,0
2017-09-18,-0.012968222499440962,,,,0,0,0
2017-09-19,-0.02305891426021578,,,,0,0,0
2017-09-20,-0.0021519536806335893,,,,0,0,0
2017-09-21,0.0008667790325329605,,,,0,0,0
2017-09-22,-0.022610773257057737,,,,0,0,0
2017-09-25,-0.028946780961445207,,,,0,0,0
2017-09-26,-0.030655438559399784,,,,0,0,0
2017-09-27,-0.03762447943842595,,,,0,0,0
2017-09-28,-0.030133482579578263,,,,0,0,0
2017-09-29,-0.020952565483374208,,,,0,0,0
2017-10-02,-0.0046665216395895825,,,,0,0,0
2017-10-03,0.002368214339442787,,,,0,0,0
2017-10-04,0.010367722956433845,,,,0,0,0
2017-10-05,-0.0019768313252415126,,,,0,0,0
2017-10-06,-0.005331287759068992,,,,0,0,0
2017-10-09,4.190749211652189e-06,,,,0,0,0
2017-10-10,0.0056771484165381025,,,,0,0,0
2017-10-11,0.01194219839600752,,,,0,0,0
2017-10-12,0.010875070570024015,,,,0,0,0
2017-10-13,0.01377966842309064,,,,0,0,0
2017-10-16,0.01858124425244867,,,,0,0,0
2017-10-17,0.016422214258454026,,,,0,0,0
2017-10-18,0.019955292546806724,,,,0,0,0
2017-10-19,0.022928069308091104,,,,0,0,0
2017-10-20,0.02171218413120446,,,,0,0,0
2017-10-23,-0.0008364637258537755,,,,0,0,0
2017-10-24,-0.002762641941583155,,,,0,0,0
2017-10-25,0.012626019689739643,,,,0,0,0
2017-10-26,0.005043955894096008,,,,0,0,0
2017-10-27,0.025953253677452714,,,,0,0,0
2017-10-30,0.031113384769680508,,,,0,0,0
2017-10-31,0.036599890518436595,,,,0,0,0
2017-11-01,0.03770581137923745,,,,0,0,0
2017-11-02,0.023928021589376236,,,,0,0,0
2017-11-03,0.029114865732259965,,,,0,0,0
2017-11-06,0.029023780098248686,,,,0,0,0
2017-11-07,0.019638585998547953,,,,0,0,0
2017-11-08,0.019418549357429704,,,,0,0,0
2017-11-09,0.023919385970009976,,,,0,0,0
2017-11-10,0.03273029902460589,,,,0,0,0
2017-11-13,0.025478313276297904,,,,0,0,0
2017-11-14,0.01922472507580597,,,,0,0,0
2017-11-15,0.014257194759933256,,,,0,0,0
2017-11-16,0.012610144162063186,,,,0,0,0
2017-11-17,0.019899955453597684,,,,0,0,0
2017-11-20,0.025606625007858597,,,,0,0,0
2017-11-21,0.034134626388813594,,,,0,0,0
2017-11-22,0.03545039303669917,,,,0,0,0
2017-11-24,0.04399352736550899,,,,0,0,0
2017-11-27,0.03378741797841567,,,,0,0,0
2017-11-28,0.042329660425074245,,,,0,0,0
2017-11-29,0.034845819923148724,,,,0,0,0
2017-11-30,0.02769259937883728,,,,0,0,0
2017-12-01,0.0363590767510269,,,,0,0,0
2017-12-04,0.037036521621549134,,,,0,0,0
2017-12-05,0.038508094240087054,,,,0,0,0
2017-12-06,0.033222962680247825,,,,0,0,0
2017-12-07,0.048507382094959084,,,,0,0,0
2017-12-08,0.05786178753355209,,,,0,0,0
2017-12-11,0.053605045003744856,,,,0,0,0
2017-12-12,0.06415525421839074,,,,0,0,0
2017-12-13,0.06705438415007503,,,,0,0,0
2017-12-14,0.06418702017495015,,,,0,0,0
2017-12-15,0.06116264825622686,,,,0,0,0
2017-12-18,0.047102865793682724,,,,0,0,0
2017-12-19,0.04993947788318831,,,,0,0,0
2017-12-20,0.07399136806998019,,,,0,0,0
2017-12-21,0.09158079103451477,,,,0,0,0
2017-12-22,0.0915598541717122,,,,0,0,0
2017-12-26,0.07825012194770675,,,,0,0,0
2017-12-27,0.06483823343254524,,,,0,0,0
2017-12-28,0.08040164018649865,,,,0,0,0
2017-12-29,0.08962321902374448,15.094863974462697,21.0,0.19484285443009747,1,0,0
2018-01-02,0.0849457736710253,14.859232468952413,21.0,0.17801413119046017,1,0,0
2018-01-03,0.07451743611230377,14.42204229487567,25.0,0.29062641341404005,1,0,0
2018-01-04,0.07862685547276449,14.603936168582537,25.0,0.15992836323778092,1,0,0
2018-01-05,0.0612278641123849,13.474013984393714,23.0,0.10706834215604738,1,0,0
2018-01-08,0.059693399498335076,13.373768289502742,23.0,0.10290398351827912,1,0,0
2018-01-09,0.04142244268792439,13.108147166278401,21.0,0.09371408917488777,1,0,0
2018-01-10,0.034460603974568293,12.908138443617453,21.0,0.08659509993256215,1,0,0
2018-01-11,0.017732452692982292,12.392905986582129,21.0,0.06929044295534013,1,0,0
2018-01-12,0.011165935944967842,11.68153074661331,21.0,0.045655647275656346,1,1,1
2018-01-16,0.01623772189060002,11.219133361493235,21.0,0.035083108006473344,1,1,1
2018-01-17,0.007614993301075401,11.117788680827985,22.0,0.03523482610517762,1,1,1
2018-01-18,-0.00430365603816707,11.761005619592042,24.0,0.05574879988040888,1,0,0
2018-01-19,-0.004836487883708607,11.895628402362812,24.0,0.06184289283232928,1,0,0
2018-01-22,0.0008384383166717413,12.027133203223563,26.0,0.06775210764663986,1,0,0
2018-01-23,-0.01094540061200533,12.394370191371515,26.0,0.0826915288529021,1,0,0
2018-01-24,-0.032823875709240724,12.88792994443667,26.0,0.10634856393731829,1,0,0
2018-01-25,-0.047882340598849105,13.51197722824928,24.0,0.135148773316132,1,0,0
2018-01-26,-0.02612919437368877,12.8080562429778,23.0,0.10217257766306764,1,0,0
2018-01-29,-0.02059351620282346,12.833479421982275,22.0,0.09806476457617214,1,0,0
2018-01-30,-0.026040264051676587,13.241358750089352,21.0,0.11218723123607655,1,0,0
2018-01-31,-0.02975279405344633,13.340644313610854,19.0,0.11497654331749718,1,0,0
2018-02-01,-0.03720760904020892,13.580395441342572,19.0,0.12540467188347115,1,0,0
2018-02-02,-0.027813307617321037,13.462562681594852,19.0,0.11796660770234191,1,0,0
2018-02-05,-0.007250788548336828,12.96695329274569,19.0,0.09529599113491283,1,0,0
2018-02-06,0.021499668833484087,13.121174037518589,19.0,0.10156832564975171,1,0,0
2018-02-07,0.023572727478485156,13.126589156421133,19.0,0.10163836213515043,1,0,0
2018-02-08,0.021442451253649963,13.245497368882168,18.0,0.10409245044662346,1,0,0
2018-02-09,0.02656164416964657,13.324494916993434,18.0,0.10745229574829268,1,0,0
2018-02-12,0.03470319429743096,13.429578211232359,18.0,0.11218627426771333,1,0,0
2018-02-13,0.03449030885894011,13.316798793478357,18.0,0.10216757224145756,1,0,0
2018-02-14,0.045133985985114755,12.612162073193215,18.0,0.06462772610013705,1,0,0
2018-02-15,0.05194449069086016,13.689007976742039,18.0,0.1060035852632551,1,0,0
2018-02-16,0.041994192718044054,13.480066948584899,18.0,0.09858039563907456,1,0,0
2018-02-20,0.02912504335361632,13.516592845033843,18.0,0.10134874630848584,1,0,0
2018-02-21,0.04067726996965959,14.550212966848832,18.0,0.14148080473568336,1,0,0
2018-02-22,0.04313471532657509,14.728944499103594,17.0,0.14783719033510356,1,0,0
2018-02-23,0.05744598087525521,15.224567315360467,16.0,0.17212520064074427,1,0,0
2018-02-26,0.0469870527695484,14.862089566497625,16.0,0.1535337193171571,1,0,0
2018-02-27,0.06582199375955256,15.566754104385717,18.0,0.1898477731529365,1,0,0
2018-02-28,0.1246425476940134,19.615627806614363,20.0,0.5311761152431361,1,0,0
2018-03-01,0.14115423590514453,23.787181295340293,20.0,0.6023002332082694,1,0,0
2018-03-02,0.15753018433642563,30.487906996391573,20.0,0.6758125913270431,1,0,0
2018-03-05,0.16074680419054221,33.886914196212786,18.0,0.7049508431756556,1,0,0
2018-03-06,0.14609963104707369,28.269270837949037,22.0,0.6641445039662831,1,0,0
2018-03-07,0.14073023825411202,27.70461174660906,20.0,0.6051199450388887,1,0,0
2018-03-08,0.13538409075249636,26.873956819026724,18.0,0.5734843121902085,1,0,0
2018-03-09,0.13394435365542368,27.00083384041803,20.0,0.5660694386803592,1,0,0
2018-03-12,0.15064904903085186,32.990086050521285,20.0,0.679116330341908,1,0,0
2018-03-13,0.1562364030736081,38.1117150827862,19.0,0.7064700604076223,1,0,0
2018-03-14,0.14715286527842775,35.46990551629693,18.0,0.6613827777384267,1,0,0
2018-03-15,0.1542769733234115,39.010955589394115,18.0,0.7319947104290392,1,0,0
2018-03-16,0.1356683296187411,31.52428415205929,18.0,0.6336218134794086,1,0,0
2018-03-19,0.13986937119285692,34.198543293466166,20.0,0.6496008362194368,1,0,0
2018-03-20,0.12254245015813225,29.821594424375597,20.0,0.5134137835243936,1,0,0
2018-03-21,0.11093797162799746,28.34836058411415,20.0,0.4544707912600449,1,0,0
2018-03-22,0.0982804172050562,26.992157797878292,17.0,0.3610397385746015,1,0,0
2018-03-23,0.07783504446579848,24.705364386870972,21.0,0.27350912534354216,1,0,0
2018-03-26,0.09444674000991782,26.32607665905225,20.0,0.34926973388927296,1,0,0
2018-03-27,0.07942904303424214,24.833529260553593,20.0,0.27758631513816856,1,0,0
2018-03-28,0.07756887849833127,24.751724479499735,22.0,0.30258312592527953,1,0,0
2018-03-29,0.0718394769679902,24.510612182961488,22.0,0.27057214060054713,1,0,0
2018-04-02,0.06943670641046928,24.378691640098662,22.0,0.285165735860311,1,0,0
2018-04-03,0.049024707570521464,23.041152444792615,20.0,0.2362408758642604,1,0,0
2018-04-04,0.05408511241866076,22.869339879034374,20.0,0.3123517253425864,1,0,0
2018-04-05,0.06558887629467591,24.794000839066022,20.0,0.3748885936281404,1,0,0
2018-04-06,0.03502981523235693,22.98695651260956,20.0,0.20283650216067306,1,0,0
2018-04-09,-0.014323759461077223,22.010914185406616,21.0,0.16548841560773575,1,0,0
2018-04-10,-0.037181661740547156,22.973984936657033,23.0,0.1694236922616163,1,0,0
2018-04-11,-0.06681565768862896,24.758883170222074,21.0,0.19293933559356147,1,0,0
2018-04-12,-0.07521049305889349,25.616322445051477,21.0,0.20012443644507366,1,0,0
2018-04-13,-0.07004585765434435,25.051445019287005,19.0,0.18731038082294293,1,0,0
2018-04-16,-0.06622668440514623,24.75870668810323,19.0,0.17420353095179608,1,0,0
2018-04-17,-0.04026692826028366,22.928899982317322,17.0,0.25474335586584196,1,0,0
2018-04-18,-0.022985227440740275,22.363903689805536,17.0,0.22259021635803894,1,0,0
